label	[a1,a2,a3,a4,a6]	ord_p(N) for p in [2,3,7]
28224.cr2	[0,0,0,2940,-43904]	6 2 2
28224.cs1	[0,0,0,-1049580,413855568]	6 2 2
28224.cs2	[0,0,0,-61740,7260624]	6 2 2
28224.cs3	[0,0,0,-21420,-1206576]	6 2 2
28224.cs4	[0,0,0,-1260,-21168]	6 2 2
28224.ct1	[0,0,0,-85995,9705528]	6 2 2
28224.ct2	[0,0,0,-79380,11261376]	6 2 2
28224.cu1	[0,0,0,-9555,359464]	6 2 2
28224.cu2	[0,0,0,-8820,417088]	6 2 2
28224.cv1	[0,0,0,-1470,-21854]	6 2 2
28224.cw1	[0,0,0,-3675,80948]	6 2 2
28224.cw2	[0,0,0,2940,340256]	6 2 2
28224.cx1	[0,0,0,-10290,1234114]	6 2 2
28224.cy1	[0,0,0,-210,-3598]	6 2 2
28224.cz1	[0,0,0,-72030,7495922]	6 2 2
28224.da1	[0,0,0,0,-33614]	6 2 2
28224.da2	[0,0,0,0,907578]	6 2 2
28224.db1	[0,0,0,0,-907578]	6 2 2
28224.db2	[0,0,0,0,33614]	6 2 2
28224.dc1	[0,0,0,0,-76832]	6 2 2
28224.dc2	[0,0,0,0,2074464]	6 2 2
28224.dd1	[0,0,0,0,-2074464]	6 2 2
28224.dd2	[0,0,0,0,76832]	6 2 2
28224.de1	[0,0,0,-226380,-36840944]	6 2 2
28224.de2	[0,0,0,20580,-2958032]	6 2 2
28224.df1	[0,0,0,-226380,36840944]	6 2 2
28224.df2	[0,0,0,20580,2958032]	6 2 2
28224.dg1	[0,0,0,-77066220,260401928528]	6 2 2
28224.dg2	[0,0,0,-4812780,4075624784]	6 2 2
28224.dg3	[0,0,0,-1002540,316696016]	6 2 2
28224.dg4	[0,0,0,-296940,-62239408]	6 2 2
28224.dg5	[0,0,0,-14700,-1388464]	6 2 2
28224.dg6	[0,0,0,126420,29037008]	6 2 2
28224.dh1	[0,0,0,-77066220,-260401928528]	6 2 2
28224.dh2	[0,0,0,-4812780,-4075624784]	6 2 2
28224.dh3	[0,0,0,-1002540,-316696016]	6 2 2
28224.dh4	[0,0,0,-296940,62239408]	6 2 2
28224.dh5	[0,0,0,-14700,1388464]	6 2 2
28224.dh6	[0,0,0,126420,-29037008]	6 2 2
28224.di1	[0,0,0,-26460,-1629936]	6 2 2
28224.di2	[0,0,0,-2940,60368]	6 2 2
28224.di3	[0,0,0,0,-74088]	6 2 2
28224.di4	[0,0,0,0,2744]	6 2 2
28224.dj1	[0,0,0,-26460,1629936]	6 2 2
28224.dj2	[0,0,0,-2940,-60368]	6 2 2
28224.dj3	[0,0,0,0,-2744]	6 2 2
28224.dj4	[0,0,0,0,74088]	6 2 2
28224.dk1	[0,0,0,-4620,-107408]	6 2 2
28224.dk2	[0,0,0,420,-8624]	6 2 2
28224.dl1	[0,0,0,-4620,107408]	6 2 2
28224.dl2	[0,0,0,420,8624]	6 2 2
28224.dm1	[0,0,0,0,-224]	6 2 2
28224.dm2	[0,0,0,0,6048]	6 2 2
28224.dn1	[0,0,0,0,-6048]	6 2 2
28224.dn2	[0,0,0,0,224]	6 2 2
28224.do1	[0,0,0,0,-98]	6 2 2
28224.do2	[0,0,0,0,2646]	6 2 2
28224.dp1	[0,0,0,0,-2646]	6 2 2
28224.dp2	[0,0,0,0,98]	6 2 2
28224.dq1	[0,0,0,-1470,21854]	6 2 2
28224.dr1	[0,0,0,-3675,-80948]	6 2 2
28224.dr2	[0,0,0,2940,-340256]	6 2 2
28224.ds1	[0,0,0,-10290,-1234114]	6 2 2
28224.dt1	[0,0,0,-210,3598]	6 2 2
28224.du1	[0,0,0,-72030,-7495922]	6 2 2
28224.dv1	[0,0,0,-14700,389648]	6 2 2
28224.dv2	[0,0,0,2940,43904]	6 2 2
28224.dw1	[0,0,0,-1049580,-413855568]	6 2 2
28224.dw2	[0,0,0,-61740,-7260624]	6 2 2
28224.dw3	[0,0,0,-21420,1206576]	6 2 2
28224.dw4	[0,0,0,-1260,21168]	6 2 2
28224.dx1	[0,0,0,-85995,-9705528]	6 2 2
28224.dx2	[0,0,0,-79380,-11261376]	6 2 2
28224.dy1	[0,0,0,-9555,-359464]	6 2 2
28224.dy2	[0,0,0,-8820,-417088]	6 2 2
28224.dz1	[0,0,0,-3225180,2229351824]	6 2 2
28224.dz2	[0,0,0,-199920,35433272]	6 2 2
28224.dz3	[0,0,0,-49980,1377488]	6 2 2
28224.dz4	[0,0,0,11760,167384]	6 2 2
28224.ea1	[0,0,0,-5292,190512]	6 2 2
28224.eb1	[0,0,0,-3980172,-3170971888]	6 2 2
28224.eb2	[0,0,0,-28812,4341008]	6 2 2
28224.ec1	[0,0,0,-28812,-2420208]	6 2 2
28224.ed1	[0,0,0,-28812,-1747928]	6 2 2
28224.ee1	[0,0,0,1428,46928]	6 2 2
28224.ef1	[0,0,0,112308,-1346128]	6 2 2
28224.eg1	[0,0,0,-252,-1512]	6 2 2
28224.eh1	[0,0,0,112308,1346128]	6 2 2
28224.ei1	[0,0,0,-252,1512]	6 2 2
28224.ej1	[0,0,0,-28812,1747928]	6 2 2
28224.ek1	[0,0,0,1428,-46928]	6 2 2
28224.el1	[0,0,0,-5292,-190512]	6 2 2
28224.em1	[0,0,0,-3980172,3170971888]	6 2 2
28224.em2	[0,0,0,-28812,-4341008]	6 2 2
28224.en1	[0,0,0,-28812,2420208]	6 2 2
28224.eo1	[0,0,0,-10584,370440]	6 2 2
28224.eo2	[0,0,0,15876,1926288]	6 2 2
28224.ep1	[0,0,0,-16464,2228128]	6 2 2
28224.eq1	[0,0,0,-395724,-95814992]	6 2 2
28224.eq2	[0,0,0,-25284,-1426880]	6 2 2
28224.eq3	[0,0,0,-5439,128968]	6 2 2
28224.eq4	[0,0,0,27636,-6613040]	6 2 2
28224.er1	[0,0,0,-2604,50960]	6 2 2
28224.er2	[0,0,0,-84,1568]	6 2 2
28224.es1	[0,0,0,-22128204,40065204368]	6 2 2
28224.es2	[0,0,0,-1383564,625494800]	6 2 2
28224.es3	[0,0,0,-1101324,-442162672]	6 2 2
28224.es4	[0,0,0,-960204,1015494032]	6 2 2
28224.es5	[0,0,0,-113484,3155600]	6 2 2
28224.es6	[0,0,0,27636,389648]	6 2 2
28224.et1	[0,0,0,-677964,214860688]	6 2 2
28224.et2	[0,0,0,-113484,-14713328]	6 2 2
28224.et3	[0,0,0,-42924,3265360]	6 2 2
28224.et4	[0,0,0,-7644,-192080]	6 2 2
28224.et5	[0,0,0,1176,-19208]	6 2 2
28224.et6	[0,0,0,27636,12946192]	6 2 2
28224.eu1	[0,0,0,-37933644,89925934448]	6 2 2
28224.eu2	[0,0,0,-25797324,-49948258192]	6 2 2
28224.eu3	[0,0,0,-2935884,685259120]	6 2 2
28224.eu4	[0,0,0,-2371404,1404406640]	6 2 2
28224.eu5	[0,0,0,-113484,32494448]	6 2 2
28224.eu6	[0,0,0,10893876,5293335152]	6 2 2
28224.ev1	[0,0,0,230496,9143008]	6 2 2
28224.ew1	[0,0,0,-448644,115632160]	6 2 2
28224.ew2	[0,0,0,-31899,1277332]	6 2 2
28224.ex1	[0,0,0,-32844,-2292878]	6 2 2
28224.ex2	[0,0,0,-84,322]	6 2 2
28224.ey1	[0,0,0,-195804,33339600]	6 2 2
28224.ey2	[0,0,0,-10584,666792]	6 2 2
28224.ez1	[0,0,0,-78204,-7798448]	6 2 2
28224.ez2	[0,0,0,-16464,672280]	6 2 2
28224.fa1	[0,0,0,-84,0]	6 2 2
28224.fa2	[0,0,0,21,0]	6 2 2
28224.fb1	[0,0,0,-37044,0]	6 2 2
28224.fb2	[0,0,0,9261,0]	6 2 2
28224.fc1	[0,0,0,-19404,-1037232]	6 2 2
28224.fc2	[0,0,0,-19404,1037232]	6 2 2
28224.fc3	[0,0,0,-1764,0]	6 2 2
28224.fc4	[0,0,0,441,0]	6 2 2
28224.fd1	[0,0,0,230496,-9143008]	6 2 2
28224.fe1	[0,0,0,-448644,-115632160]	6 2 2
28224.fe2	[0,0,0,-31899,-1277332]	6 2 2
28224.ff1	[0,0,0,-32844,2292878]	6 2 2
28224.ff2	[0,0,0,-84,-322]	6 2 2
28224.fg1	[0,0,0,-195804,-33339600]	6 2 2
28224.fg2	[0,0,0,-10584,-666792]	6 2 2
28224.fh1	[0,0,0,-78204,7798448]	6 2 2
28224.fh2	[0,0,0,-16464,-672280]	6 2 2
28224.fi1	[0,0,0,-395724,95814992]	6 2 2
28224.fi2	[0,0,0,-25284,1426880]	6 2 2
28224.fi3	[0,0,0,-5439,-128968]	6 2 2
28224.fi4	[0,0,0,27636,6613040]	6 2 2
28224.fj1	[0,0,0,-2604,-50960]	6 2 2
28224.fj2	[0,0,0,-84,-1568]	6 2 2
28224.fk1	[0,0,0,-22128204,-40065204368]	6 2 2
28224.fk2	[0,0,0,-1383564,-625494800]	6 2 2
28224.fk3	[0,0,0,-1101324,442162672]	6 2 2
28224.fk4	[0,0,0,-960204,-1015494032]	6 2 2
28224.fk5	[0,0,0,-113484,-3155600]	6 2 2
28224.fk6	[0,0,0,27636,-389648]	6 2 2
28224.fl1	[0,0,0,-677964,-214860688]	6 2 2
28224.fl2	[0,0,0,-113484,14713328]	6 2 2
28224.fl3	[0,0,0,-42924,-3265360]	6 2 2
28224.fl4	[0,0,0,-7644,192080]	6 2 2
28224.fl5	[0,0,0,1176,19208]	6 2 2
28224.fl6	[0,0,0,27636,-12946192]	6 2 2
28224.fm1	[0,0,0,-37933644,-89925934448]	6 2 2
28224.fm2	[0,0,0,-25797324,49948258192]	6 2 2
28224.fm3	[0,0,0,-2935884,-685259120]	6 2 2
28224.fm4	[0,0,0,-2371404,-1404406640]	6 2 2
28224.fm5	[0,0,0,-113484,-32494448]	6 2 2
28224.fm6	[0,0,0,10893876,-5293335152]	6 2 2
28224.fn1	[0,0,0,-10584,-370440]	6 2 2
28224.fn2	[0,0,0,15876,-1926288]	6 2 2
28224.fo1	[0,0,0,-16464,-2228128]	6 2 2
28224.fp1	[0,0,0,37044,1037232]	6 2 2
28224.fq1	[0,0,0,84,-112]	6 2 2
28224.fr1	[0,0,0,-292236,60812528]	6 2 2
28224.fr2	[0,0,0,37044,187738992]	6 2 2
28224.fs1	[0,0,0,-251076,48423368]	6 2 2
28224.fs2	[0,0,0,-4116,19208]	6 2 2
28224.ft1	[0,0,0,-53676,-4786992]	6 2 2
28224.ft2	[0,0,0,84,-20272]	6 2 2
28224.fu1	[0,0,0,-409836,-101502128]	6 2 2
28224.fu2	[0,0,0,13524,-742448]	6 2 2
28224.fv1	[0,0,0,-127596,-17786608]	6 2 2
28224.fw1	[0,0,0,-127596,17786608]	6 2 2
28224.fx1	[0,0,0,-292236,-60812528]	6 2 2
28224.fx2	[0,0,0,37044,-187738992]	6 2 2
28224.fy1	[0,0,0,-251076,-48423368]	6 2 2
28224.fy2	[0,0,0,-4116,-19208]	6 2 2
28224.fz1	[0,0,0,-53676,4786992]	6 2 2
28224.fz2	[0,0,0,84,20272]	6 2 2
28224.ga1	[0,0,0,-409836,101502128]	6 2 2
28224.ga2	[0,0,0,13524,742448]	6 2 2
28224.gb1	[0,0,0,37044,-1037232]	6 2 2
28224.gc1	[0,0,0,84,112]	6 2 2
28224.gd1	[0,0,0,42,70]	6 2 2
28224.ge1	[0,0,0,-3881388,2862568240]	6 2 2
28224.ge2	[0,0,0,69972,151935280]	6 2 2
28224.gf1	[0,0,0,-165963,20490820]	6 2 2
28224.gf2	[0,0,0,369852,125510560]	6 2 2
28224.gg1	[0,0,0,-1323,0]	6 2 2
28224.gg2	[0,0,0,5292,0]	6 2 2
28224.gh1	[0,0,0,-1008,-12320]	6 2 2
28224.gi1	[0,0,0,-1008,12320]	6 2 2
28224.gj1	[0,0,0,-71148,-7216720]	6 2 2
28224.gj2	[0,0,0,-588,-301840]	6 2 2
28224.gk1	[0,0,0,-71148,7216720]	6 2 2
28224.gk2	[0,0,0,-588,301840]	6 2 2
28224.gl1	[0,0,0,-444528,114095520]	6 2 2
28224.gm1	[0,0,0,-444528,-114095520]	6 2 2
28224.gn1	[0,0,0,-63,0]	6 2 2
28224.gn2	[0,0,0,252,0]	6 2 2
28224.go1	[0,0,0,-165963,-20490820]	6 2 2
28224.go2	[0,0,0,369852,-125510560]	6 2 2
28224.gp1	[0,0,0,-3881388,-2862568240]	6 2 2
28224.gp2	[0,0,0,69972,-151935280]	6 2 2
28224.gq1	[0,0,0,42,-70]	6 2 2
31104.a1	[0,0,0,-324,1296]	7 5 0
31104.b1	[0,0,0,-9,-6]	7 5 0
31104.c1	[0,0,0,-9,6]	7 5 0
31104.d1	[0,0,0,-324,-1296]	7 5 0
31104.e1	[0,0,0,-36,-48]	7 5 0
31104.f1	[0,0,0,-81,162]	7 5 0
31104.g1	[0,0,0,-81,-162]	7 5 0
31104.h1	[0,0,0,-36,48]	7 5 0
31752.a1	[0,0,0,-147,1715]	3 4 2
31752.b1	[0,0,0,-75411,-8834994]	3 4 2
31752.c1	[0,0,0,3969,-83349]	3 4 2
31752.d1	[0,0,0,-1323,-9261]	3 4 2
31752.e1	[0,0,0,-63,-126]	3 4 2
31752.f1	[0,0,0,-7203,33614]	3 4 2
31752.g1	[0,0,0,-36603,-2784474]	3 4 2
31752.h1	[0,0,0,-1323,2646]	3 4 2
31752.i1	[0,0,0,-27783,-1166886]	3 4 2
31752.j1	[0,0,0,-1323,129654]	3 4 2
31752.k1	[0,0,0,1727397,-200895786]	3 4 2
31752.l1	[0,0,0,15546573,5424186222]	3 4 2
31752.m1	[0,0,0,-147,-4802]	3 4 2
31752.n1	[0,0,0,-147,-98]	3 4 2
31752.o1	[0,0,0,-3087,43218]	3 4 2
31752.p1	[0,0,0,-329427,75180798]	3 4 2
31752.q1	[0,0,0,-567,3402]	3 4 2
31752.r1	[0,0,0,-64827,-907578]	3 4 2
31752.s1	[0,0,0,-147,343]	3 4 2
31752.t1	[0,0,0,441,3087]	3 4 2
31752.u1	[0,0,0,-8379,327222]	3 4 2
31752.v1	[0,0,0,-1323,-46305]	3 4 2
36288.a1	[0,0,0,-12,-40]	6 4 1
36288.b1	[0,0,0,-12,40]	6 4 1
36288.c1	[0,0,0,81,-1944]	6 4 1
36288.d1	[0,0,0,-684,-8496]	6 4 1
36288.d2	[0,0,0,5076,72144]	6 4 1
36288.e1	[0,0,0,-42444,8720784]	6 4 1
36288.e2	[0,0,0,4596,-279536]	6 4 1
36288.f1	[0,0,0,-684,8496]	6 4 1
36288.f2	[0,0,0,5076,-72144]	6 4 1
36288.g1	[0,0,0,-42444,-8720784]	6 4 1
36288.g2	[0,0,0,4596,279536]	6 4 1
36288.h1	[0,0,0,81,1944]	6 4 1
36288.i1	[0,0,0,-6156,-206064]	6 4 1
36288.j1	[0,0,0,-516,-4856]	6 4 1
36288.k1	[0,0,0,564,-16784]	6 4 1
36288.l1	[0,0,0,-49356,-4282416]	6 4 1
36288.m1	[0,0,0,324,-1944]	6 4 1
36288.n1	[0,0,0,324,1944]	6 4 1
36288.o1	[0,0,0,-49356,4282416]	6 4 1
36288.p1	[0,0,0,-516,4856]	6 4 1
36288.q1	[0,0,0,564,16784]	6 4 1
36288.r1	[0,0,0,-6156,206064]	6 4 1
36288.s1	[0,0,0,-108,5616]	6 4 1
36288.t1	[0,0,0,-174663,-28140264]	6 4 1
36288.u1	[0,0,0,-129708,-17981136]	6 4 1
36288.v1	[0,0,0,-2988,-64944]	6 4 1
36288.w1	[0,0,0,-108,41904]	6 4 1
36288.x1	[0,0,0,141012,-4685616]	6 4 1
36288.y1	[0,0,0,141012,4685616]	6 4 1
36288.z1	[0,0,0,-108,-41904]	6 4 1
36288.ba1	[0,0,0,-2988,64944]	6 4 1
36288.bb1	[0,0,0,-108,-5616]	6 4 1
36288.bc1	[0,0,0,-174663,28140264]	6 4 1
36288.bd1	[0,0,0,-129708,17981136]	6 4 1
36288.be1	[0,0,0,-1620,25272]	6 4 1
36288.be2	[0,0,0,60,184]	6 4 1
36288.bf1	[0,0,0,-180,-936]	6 4 1
36288.bf2	[0,0,0,540,-4968]	6 4 1
36288.bg1	[0,0,0,-180,936]	6 4 1
36288.bg2	[0,0,0,540,4968]	6 4 1
36288.bh1	[0,0,0,-1620,-25272]	6 4 1
36288.bh2	[0,0,0,60,-184]	6 4 1
36288.bi1	[0,0,0,1269108,126511632]	6 4 1
36288.bj1	[0,0,0,-12,-1552]	6 4 1
36288.bk1	[0,0,0,-26892,1753488]	6 4 1
36288.bl1	[0,0,0,-12,-208]	6 4 1
36288.bm1	[0,0,0,-14412,665968]	6 4 1
36288.bn1	[0,0,0,-19407,1042232]	6 4 1
36288.bo1	[0,0,0,-12,208]	6 4 1
36288.bp1	[0,0,0,-14412,-665968]	6 4 1
36288.bq1	[0,0,0,-19407,-1042232]	6 4 1
36288.br1	[0,0,0,-26892,-1753488]	6 4 1
36288.bs1	[0,0,0,-12,1552]	6 4 1
36288.bt1	[0,0,0,1269108,-126511632]	6 4 1
36288.bu1	[0,0,0,36,72]	6 4 1
36288.bv1	[0,0,0,-5484,158608]	6 4 1
36288.bw1	[0,0,0,-4644,131112]	6 4 1
36288.bx1	[0,0,0,5076,453168]	6 4 1
36288.by1	[0,0,0,-684,7632]	6 4 1
36288.bz1	[0,0,0,-684,-7632]	6 4 1
36288.ca1	[0,0,0,-4644,-131112]	6 4 1
36288.cb1	[0,0,0,5076,-453168]	6 4 1
36288.cc1	[0,0,0,-5484,-158608]	6 4 1
36288.cd1	[0,0,0,36,-72]	6 4 1
36288.ce1	[0,0,0,-6156,229392]	6 4 1
36288.ce2	[0,0,0,564,-2672]	6 4 1
36288.cf1	[0,0,0,-4716,-322992]	6 4 1
36288.cf2	[0,0,0,41364,7547472]	6 4 1
36288.cg1	[0,0,0,9,72]	6 4 1
36288.ch1	[0,0,0,9,-72]	6 4 1
36288.ci1	[0,0,0,-6156,-229392]	6 4 1
36288.ci2	[0,0,0,564,2672]	6 4 1
36288.cj1	[0,0,0,-4716,322992]	6 4 1
36288.cj2	[0,0,0,41364,-7547472]	6 4 1
36288.ck1	[0,0,0,-108,1080]	6 4 1
36288.cl1	[0,0,0,-108,-1080]	6 4 1
37632.a1	[0,-1,0,33,-69]	8 1 2
37632.b1	[0,-1,0,6403,157221]	8 1 2
37632.c1	[0,-1,0,-380109,90325845]	8 1 2
37632.c2	[0,-1,0,-22899,1523439]	8 1 2
37632.d1	[0,-1,0,-31719,2184939]	8 1 2
37632.d2	[0,-1,0,-31229,2255205]	8 1 2
37632.d3	[0,-1,0,-359,-2421]	8 1 2
37632.d4	[0,-1,0,131,-8987]	8 1 2
37632.e1	[0,-1,0,-3789,65493]	8 1 2
37632.e2	[0,-1,0,621,6399]	8 1 2
37632.f1	[0,-1,0,-2221,-39563]	8 1 2
37632.g1	[0,-1,0,-37501,4064677]	8 1 2
37632.h1	[0,-1,0,229,-13593]	8 1 2
37632.i1	[0,-1,0,19,309]	8 1 2
37632.j1	[0,-1,0,-191,-1413]	8 1 2
37632.k1	[0,-1,0,-27211,1737079]	8 1 2
37632.l1	[0,-1,0,-1143,15219]	8 1 2
37632.l2	[0,-1,0,-653,27861]	8 1 2
37632.m1	[0,-1,0,-4573,-117179]	8 1 2
37632.m2	[0,-1,0,-163,-3401]	8 1 2
37632.n1	[0,-1,0,-8983,-280349]	8 1 2
37632.n2	[0,-1,0,15027,-1543275]	8 1 2
37632.o1	[0,-1,0,-35933,2278725]	8 1 2
37632.o2	[0,-1,0,3757,191031]	8 1 2
37632.p1	[0,-1,0,-555,5223]	8 1 2
37632.q1	[0,-1,0,-9375,-503397]	8 1 2
37632.r1	[0,-1,0,915,107829]	8 1 2
37632.s1	[0,-1,0,5,-41]	8 1 2
37632.t1	[0,-1,0,-765,12069]	8 1 2
37632.u1	[0,-1,0,-108845,-13787787]	8 1 2
37632.v1	[0,-1,0,-95027,-11243217]	8 1 2
37632.v2	[0,-1,0,-91597,-12095915]	8 1 2
37632.w1	[0,-1,0,-126877,-17352635]	8 1 2
37632.w2	[0,-1,0,-7807,-277997]	8 1 2
37632.w3	[0,-1,0,-1437,20805]	8 1 2
37632.w4	[0,-1,0,33,1107]	8 1 2
37632.x1	[0,-1,0,-947,-7713]	8 1 2
37632.x2	[0,-1,0,2483,-53675]	8 1 2
37632.y1	[0,-1,0,131,421]	8 1 2
37632.z1	[0,-1,0,1601,-20453]	8 1 2
37632.ba1	[0,1,0,6403,-157221]	8 1 2
37632.bb1	[0,1,0,33,69]	8 1 2
37632.bc1	[0,1,0,-3789,-65493]	8 1 2
37632.bc2	[0,1,0,621,-6399]	8 1 2
37632.bd1	[0,1,0,-31719,-2184939]	8 1 2
37632.bd2	[0,1,0,-31229,-2255205]	8 1 2
37632.bd3	[0,1,0,-359,2421]	8 1 2
37632.bd4	[0,1,0,131,8987]	8 1 2
37632.be1	[0,1,0,-380109,-90325845]	8 1 2
37632.be2	[0,1,0,-22899,-1523439]	8 1 2
37632.bf1	[0,1,0,-27211,-1737079]	8 1 2
37632.bg1	[0,1,0,-191,1413]	8 1 2
37632.bh1	[0,1,0,19,-309]	8 1 2
37632.bi1	[0,1,0,229,13593]	8 1 2
37632.bj1	[0,1,0,-37501,-4064677]	8 1 2
37632.bk1	[0,1,0,-2221,39563]	8 1 2
37632.bl1	[0,1,0,-8983,280349]	8 1 2
37632.bl2	[0,1,0,15027,1543275]	8 1 2
37632.bm1	[0,1,0,-35933,-2278725]	8 1 2
37632.bm2	[0,1,0,3757,-191031]	8 1 2
37632.bn1	[0,1,0,-1143,-15219]	8 1 2
37632.bn2	[0,1,0,-653,-27861]	8 1 2
37632.bo1	[0,1,0,-4573,117179]	8 1 2
37632.bo2	[0,1,0,-163,3401]	8 1 2
37632.bp1	[0,1,0,-108845,13787787]	8 1 2
37632.bq1	[0,1,0,-765,-12069]	8 1 2
37632.br1	[0,1,0,5,41]	8 1 2
37632.bs1	[0,1,0,915,-107829]	8 1 2
37632.bt1	[0,1,0,-9375,503397]	8 1 2
37632.bu1	[0,1,0,-555,-5223]	8 1 2
37632.bv1	[0,1,0,-947,7713]	8 1 2
37632.bv2	[0,1,0,2483,53675]	8 1 2
37632.bw1	[0,1,0,-126877,17352635]	8 1 2
37632.bw2	[0,1,0,-7807,277997]	8 1 2
37632.bw3	[0,1,0,-1437,-20805]	8 1 2
37632.bw4	[0,1,0,33,-1107]	8 1 2
37632.bx1	[0,1,0,-95027,11243217]	8 1 2
37632.bx2	[0,1,0,-91597,12095915]	8 1 2
37632.by1	[0,1,0,1601,20453]	8 1 2
37632.bz1	[0,1,0,131,-421]	8 1 2
42336.a1	[0,0,0,-10584,-148176]	5 3 2
42336.b1	[0,0,0,-231084,42762496]	5 3 2
42336.c1	[0,0,0,-231084,-42762496]	5 3 2
42336.d1	[0,0,0,-10584,148176]	5 3 2
42336.e1	[0,0,0,-1176,-16464]	5 3 2
42336.f1	[0,0,0,-21,56]	5 3 2
42336.g1	[0,0,0,1029,-33614]	5 3 2
42336.h1	[0,0,0,10584,148176]	5 3 2
42336.i1	[0,0,0,-9261,-518616]	5 3 2
42336.j1	[0,0,0,189,2646]	5 3 2
42336.k1	[0,0,0,-21,-56]	5 3 2
42336.l1	[0,0,0,1029,33614]	5 3 2
42336.m1	[0,0,0,10584,-148176]	5 3 2
42336.n1	[0,0,0,-9261,518616]	5 3 2
42336.o1	[0,0,0,189,-2646]	5 3 2
42336.p1	[0,0,0,-1176,16464]	5 3 2
42336.q1	[0,0,0,-74088,-7260624]	5 3 2
42336.r1	[0,0,0,-168,784]	5 3 2
42336.s1	[0,0,0,-588,43904]	5 3 2
42336.t1	[0,0,0,-1323,55566]	5 3 2
42336.u1	[0,0,0,-27048,1684816]	5 3 2
42336.v1	[0,0,0,-2085048,1157402736]	5 3 2
42336.w1	[0,0,0,-2268,42336]	5 3 2
42336.x1	[0,0,0,-12348,-537824]	5 3 2
42336.y1	[0,0,0,-1848,30576]	5 3 2
42336.z1	[0,0,0,-1848,-30576]	5 3 2
42336.ba1	[0,0,0,-1323,29106]	5 3 2
42336.bb1	[0,0,0,-1323,-29106]	5 3 2
42336.bc1	[0,0,0,-814968,-283164336]	5 3 2
42336.bd1	[0,0,0,-814968,283164336]	5 3 2
42336.be1	[0,0,0,-7203,-369754]	5 3 2
42336.bf1	[0,0,0,-7203,369754]	5 3 2
42336.bg1	[0,0,0,-2268,-42336]	5 3 2
42336.bh1	[0,0,0,-12348,537824]	5 3 2
42336.bi1	[0,0,0,-27048,-1684816]	5 3 2
42336.bj1	[0,0,0,-2085048,-1157402736]	5 3 2
42336.bk1	[0,0,0,-588,-43904]	5 3 2
42336.bl1	[0,0,0,-1323,-55566]	5 3 2
42336.bm1	[0,0,0,-74088,7260624]	5 3 2
42336.bn1	[0,0,0,-168,-784]	5 3 2
42336.bo1	[0,0,0,-3675,-87122]	5 3 2
42336.bp1	[0,0,0,-33075,-2352294]	5 3 2
42336.bq1	[0,0,0,-3675,87122]	5 3 2
42336.br1	[0,0,0,-33075,2352294]	5 3 2
42336.bs1	[0,0,0,-1512,21168]	5 3 2
42336.bt1	[0,0,0,-8232,-268912]	5 3 2
42336.bu1	[0,0,0,-5292,1185408]	5 3 2
42336.bv1	[0,0,0,-147,2058]	5 3 2
42336.bw1	[0,0,0,-243432,45490032]	5 3 2
42336.bx1	[0,0,0,-231672,42866768]	5 3 2
42336.by1	[0,0,0,-252,1568]	5 3 2
42336.bz1	[0,0,0,-111132,-14521248]	5 3 2
42336.ca1	[0,0,0,-147,-1078]	5 3 2
42336.cb1	[0,0,0,-147,1078]	5 3 2
42336.cc1	[0,0,0,-16632,-825552]	5 3 2
42336.cd1	[0,0,0,-16632,825552]	5 3 2
42336.ce1	[0,0,0,-64827,9983358]	5 3 2
42336.cf1	[0,0,0,-64827,-9983358]	5 3 2
42336.cg1	[0,0,0,-90552,10487568]	5 3 2
42336.ch1	[0,0,0,-90552,-10487568]	5 3 2
42336.ci1	[0,0,0,-252,-1568]	5 3 2
42336.cj1	[0,0,0,-111132,14521248]	5 3 2
42336.ck1	[0,0,0,-243432,-45490032]	5 3 2
42336.cl1	[0,0,0,-231672,-42866768]	5 3 2
42336.cm1	[0,0,0,-5292,-1185408]	5 3 2
42336.cn1	[0,0,0,-147,-2058]	5 3 2
42336.co1	[0,0,0,-1512,-21168]	5 3 2
42336.cp1	[0,0,0,-8232,268912]	5 3 2
42336.cq1	[0,0,0,-10584,-444528]	5 3 2
42336.cr1	[0,0,0,9261,-907578]	5 3 2
42336.cs1	[0,0,0,-189,1512]	5 3 2
42336.ct1	[0,0,0,1176,5488]	5 3 2
42336.cu1	[0,0,0,21,98]	5 3 2
42336.cv1	[0,0,0,-1029,-19208]	5 3 2
42336.cw1	[0,0,0,9261,907578]	5 3 2
42336.cx1	[0,0,0,-189,-1512]	5 3 2
42336.cy1	[0,0,0,1176,-5488]	5 3 2
42336.cz1	[0,0,0,21,-98]	5 3 2
42336.da1	[0,0,0,-1029,19208]	5 3 2
42336.db1	[0,0,0,-10584,444528]	5 3 2
42336.dc1	[0,0,0,-1176,-5488]	5 3 2
42336.dd1	[0,0,0,-2079756,1154587392]	5 3 2
42336.de1	[0,0,0,-2079756,-1154587392]	5 3 2
42336.df1	[0,0,0,-1176,5488]	5 3 2
47628.a1	[0,0,0,-123039,-16614234]	2 5 2
47628.a2	[0,0,0,441,-76146]	2 5 2
47628.b1	[0,0,0,-756,8001]	2 5 2
47628.c1	[0,0,0,-95256,-12557916]	2 5 2
47628.d1	[0,0,0,3969,277830]	2 5 2
47628.e1	[0,0,0,-333396,74097261]	2 5 2
47628.f1	[0,0,0,-63,294]	2 5 2
47628.g1	[0,0,0,-27783,2722734]	2 5 2
47628.h1	[0,0,0,0,-147]	2 5 2
