label	[a1,a2,a3,a4,a6]	ord_p(N) for p in [2,3,11]
69696.ee3	[0,0,0,-1139820,-117064112]	6 2 2
69696.ee4	[0,0,0,-675180,212086864]	6 2 2
69696.ef1	[0,0,0,-10258380,3160731024]	6 2 2
69696.ef2	[0,0,0,-7935180,8603647888]	6 2 2
69696.ef3	[0,0,0,-6076620,-5726345328]	6 2 2
69696.ef4	[0,0,0,-500940,131587984]	6 2 2
69696.eg1	[0,0,0,-428340,107885536]	6 2 2
69696.eg2	[0,0,0,-384780,130693552]	6 2 2
69696.eh1	[0,0,0,-559020,157185776]	6 2 2
69696.eh2	[0,0,0,-79860,-5153632]	6 2 2
69696.ei1	[0,0,0,-4620,118096]	6 2 2
69696.ei2	[0,0,0,-660,-3872]	6 2 2
69696.ej1	[0,0,0,-65340,6324912]	6 2 2
69696.ej2	[0,0,0,-7260,-234256]	6 2 2
69696.ej3	[0,0,0,0,-10648]	6 2 2
69696.ej4	[0,0,0,0,287496]	6 2 2
69696.ek1	[0,0,0,0,-6534]	6 2 2
69696.ek2	[0,0,0,0,242]	6 2 2
69696.el1	[0,0,0,0,-8696754]	6 2 2
69696.el2	[0,0,0,0,322102]	6 2 2
69696.em1	[0,0,0,63888,5153632]	6 2 2
69696.en1	[0,0,0,-12342,-529738]	6 2 2
69696.eo1	[0,0,0,528,3872]	6 2 2
69696.ep1	[0,0,0,3993,117128]	6 2 2
69696.eq1	[0,0,0,-2092332,-1164955088]	6 2 2
69696.eq2	[0,0,0,-1452,83248]	6 2 2
69696.er1	[0,0,0,-175692,110803088]	6 2 2
69696.er2	[0,0,0,-17292,-875248]	6 2 2
69696.es1	[0,0,0,33,88]	6 2 2
69696.et1	[0,0,0,-34065372,76527551342]	6 2 2
69696.et2	[0,0,0,-45012,6657662]	6 2 2
69696.et3	[0,0,0,-1452,-50578]	6 2 2
69696.eu1	[0,0,0,2178,503118]	6 2 2
69696.ev1	[0,0,0,2178,-503118]	6 2 2
69696.ew1	[0,0,0,3993,-117128]	6 2 2
69696.ex1	[0,0,0,-2092332,1164955088]	6 2 2
69696.ex2	[0,0,0,-1452,-83248]	6 2 2
69696.ey1	[0,0,0,-175692,-110803088]	6 2 2
69696.ey2	[0,0,0,-17292,875248]	6 2 2
69696.ez1	[0,0,0,33,-88]	6 2 2
69696.fa1	[0,0,0,-34065372,-76527551342]	6 2 2
69696.fa2	[0,0,0,-45012,-6657662]	6 2 2
69696.fa3	[0,0,0,-1452,50578]	6 2 2
69696.fb1	[0,0,0,63888,-5153632]	6 2 2
69696.fc1	[0,0,0,-12342,529738]	6 2 2
69696.fd1	[0,0,0,528,-3872]	6 2 2
69696.fe1	[0,0,0,-24534444,46774853840]	6 2 2
69696.fe2	[0,0,0,-1534764,729494480]	6 2 2
69696.fe3	[0,0,0,-837804,1394951888]	6 2 2
69696.fe4	[0,0,0,-140844,-362032]	6 2 2
69696.ff1	[0,0,0,-140844,-20337680]	6 2 2
69696.ff2	[0,0,0,-10164,-212960]	6 2 2
69696.ff3	[0,0,0,-4719,122452]	6 2 2
69696.ff4	[0,0,0,33396,-1554608]	6 2 2
69696.fg1	[0,0,0,-1366182444,19436191250960]	6 2 2
69696.fg2	[0,0,0,-85387764,303680321120]	6 2 2
69696.fg3	[0,0,0,-80117004,342804118448]	6 2 2
69696.fg4	[0,0,0,-5667519,4123528508]	6 2 2
69696.fh1	[0,0,0,-39204,-2299968]	6 2 2
69696.fh2	[0,0,0,91476,-14374800]	6 2 2
69696.fi1	[0,0,0,-51084,-4443120]	6 2 2
69696.fi2	[0,0,0,-3564,-52272]	6 2 2
69696.fj1	[0,0,0,-53724,2278672]	6 2 2
69696.fj2	[0,0,0,11616,266200]	6 2 2
69696.fk1	[0,0,0,-750684,-249951152]	6 2 2
69696.fk2	[0,0,0,-31944,-6442040]	6 2 2
69696.fl1	[0,0,0,-6204,-187792]	6 2 2
69696.fl2	[0,0,0,-264,-4840]	6 2 2
69696.fm1	[0,0,0,-6181164,-5913792720]	6 2 2
69696.fm2	[0,0,0,-431244,-69574032]	6 2 2
69696.fn1	[0,0,0,-5629404,5140790512]	6 2 2
69696.fn2	[0,0,0,-336864,87473320]	6 2 2
69696.fo1	[0,0,0,87846,-77626582]	6 2 2
69696.fp1	[0,0,0,726,-58322]	6 2 2
69696.fq1	[0,0,0,-11979,0]	6 2 2
69696.fq2	[0,0,0,47916,0]	6 2 2
69696.fr1	[0,0,0,-5789124,5361225408]	6 2 2
69696.fr2	[0,0,0,-5658444,5614796880]	6 2 2
69696.fs1	[0,0,0,-5789124,-5361225408]	6 2 2
69696.fs2	[0,0,0,-5658444,-5614796880]	6 2 2
69696.ft1	[0,0,0,-2057484,1135779568]	6 2 2
69696.ft2	[0,0,0,-140844,14161840]	6 2 2
69696.ft3	[0,0,0,-53724,-4621232]	6 2 2
69696.ft4	[0,0,0,381876,94660720]	6 2 2
69696.fu1	[0,0,0,-2057484,-1135779568]	6 2 2
69696.fu2	[0,0,0,-140844,-14161840]	6 2 2
69696.fu3	[0,0,0,-53724,4621232]	6 2 2
69696.fu4	[0,0,0,381876,-94660720]	6 2 2
69696.fv1	[0,0,0,-99,0]	6 2 2
69696.fv2	[0,0,0,396,0]	6 2 2
69696.fw1	[0,0,0,87846,77626582]	6 2 2
69696.fx1	[0,0,0,726,58322]	6 2 2
69696.fy1	[0,0,0,-51084,4443120]	6 2 2
69696.fy2	[0,0,0,-3564,52272]	6 2 2
69696.fz1	[0,0,0,-53724,-2278672]	6 2 2
69696.fz2	[0,0,0,11616,-266200]	6 2 2
69696.ga1	[0,0,0,-750684,249951152]	6 2 2
69696.ga2	[0,0,0,-31944,6442040]	6 2 2
69696.gb1	[0,0,0,-6204,187792]	6 2 2
69696.gb2	[0,0,0,-264,4840]	6 2 2
69696.gc1	[0,0,0,-6181164,5913792720]	6 2 2
69696.gc2	[0,0,0,-431244,69574032]	6 2 2
69696.gd1	[0,0,0,-5629404,-5140790512]	6 2 2
69696.gd2	[0,0,0,-336864,-87473320]	6 2 2
69696.ge1	[0,0,0,-24534444,-46774853840]	6 2 2
69696.ge2	[0,0,0,-1534764,-729494480]	6 2 2
69696.ge3	[0,0,0,-837804,-1394951888]	6 2 2
69696.ge4	[0,0,0,-140844,362032]	6 2 2
69696.gf1	[0,0,0,-140844,20337680]	6 2 2
69696.gf2	[0,0,0,-10164,212960]	6 2 2
69696.gf3	[0,0,0,-4719,-122452]	6 2 2
69696.gf4	[0,0,0,33396,1554608]	6 2 2
69696.gg1	[0,0,0,-1366182444,-19436191250960]	6 2 2
69696.gg2	[0,0,0,-85387764,-303680321120]	6 2 2
69696.gg3	[0,0,0,-80117004,-342804118448]	6 2 2
69696.gg4	[0,0,0,-5667519,-4123528508]	6 2 2
69696.gh1	[0,0,0,-39204,2299968]	6 2 2
69696.gh2	[0,0,0,91476,14374800]	6 2 2
69696.gi1	[0,0,0,-47916,-6324912]	6 2 2
69696.gj1	[0,0,0,-396,-4752]	6 2 2
69696.gk1	[0,0,0,-1587036,-769534832]	6 2 2
69696.gk2	[0,0,0,-18876,-1136432]	6 2 2
69696.gl1	[0,0,0,1489389,2911977772]	6 2 2
69696.gm1	[0,0,0,12309,2187812]	6 2 2
69696.gn1	[0,0,0,-192031356,-1024250861392]	6 2 2
69696.gn2	[0,0,0,-2283996,-1512590992]	6 2 2
69696.go1	[0,0,0,-1587036,769534832]	6 2 2
69696.go2	[0,0,0,-18876,1136432]	6 2 2
69696.gp1	[0,0,0,1489389,-2911977772]	6 2 2
69696.gq1	[0,0,0,12309,-2187812]	6 2 2
69696.gr1	[0,0,0,-192031356,1024250861392]	6 2 2
69696.gr2	[0,0,0,-2283996,1512590992]	6 2 2
69696.gs1	[0,0,0,-47916,6324912]	6 2 2
69696.gt1	[0,0,0,-396,4752]	6 2 2
69696.gu1	[0,0,0,-129228,17782160]	6 2 2
69696.gu2	[0,0,0,-13068,-106480]	6 2 2
69696.gv1	[0,0,0,-34919148,79422473680]	6 2 2
69696.gv2	[0,0,0,-34744908,80254295440]	6 2 2
69696.gw1	[0,0,0,132,-110]	6 2 2
69696.gx1	[0,0,0,15972,-146410]	6 2 2
69696.gy1	[0,0,0,-363,0]	6 2 2
69696.gy2	[0,0,0,1452,0]	6 2 2
69696.gz1	[0,0,0,-1188,0]	6 2 2
69696.gz2	[0,0,0,297,0]	6 2 2
69696.ha1	[0,0,0,-143748,0]	6 2 2
69696.ha2	[0,0,0,35937,0]	6 2 2
69696.hb1	[0,0,0,132,110]	6 2 2
69696.hc1	[0,0,0,15972,146410]	6 2 2
69696.hd1	[0,0,0,-129228,-17782160]	6 2 2
69696.hd2	[0,0,0,-13068,106480]	6 2 2
69696.he1	[0,0,0,-34919148,-79422473680]	6 2 2
69696.he2	[0,0,0,-34744908,-80254295440]	6 2 2
76032.a1	[0,0,0,6,56]	8 3 1
76032.b1	[0,0,0,216,-12096]	8 3 1
76032.c1	[0,0,0,6,-56]	8 3 1
76032.d1	[0,0,0,216,12096]	8 3 1
76032.e1	[0,0,0,-78,-336]	8 3 1
76032.f1	[0,0,0,-2808,72576]	8 3 1
76032.g1	[0,0,0,-78,336]	8 3 1
76032.h1	[0,0,0,-2808,-72576]	8 3 1
76032.i1	[0,0,0,-702,-9072]	8 3 1
76032.j1	[0,0,0,-312,2688]	8 3 1
76032.k1	[0,0,0,-702,9072]	8 3 1
76032.l1	[0,0,0,-312,-2688]	8 3 1
76032.m1	[0,0,0,54,1512]	8 3 1
76032.n1	[0,0,0,24,-448]	8 3 1
76032.o1	[0,0,0,54,-1512]	8 3 1
76032.p1	[0,0,0,24,448]	8 3 1
78408.a1	[0,0,0,-395307,-43483770]	3 4 2
78408.b1	[0,0,0,-3267,32670]	3 4 2
78408.c1	[0,0,0,726,-1331]	3 4 2
78408.d1	[0,0,0,-316899,91351854]	3 4 2
78408.e1	[0,0,0,-107811,-78270786]	3 4 2
78408.f1	[0,0,0,-891,58806]	3 4 2
78408.g1	[0,0,0,297,-6534]	3 4 2
78408.h1	[0,0,0,-363,-3146]	3 4 2
78408.i1	[0,0,0,-198,1089]	3 4 2
78408.j1	[0,0,0,-13068,-1006236]	3 4 2
78408.k1	[0,0,0,-363,-18634]	3 4 2
78408.l1	[0,0,0,-363,-61226]	3 4 2
78408.m1	[0,0,0,-23958,-1449459]	3 4 2
78408.n1	[0,0,0,-43923,4187326]	3 4 2
78408.o1	[0,0,0,35937,8696754]	3 4 2
78408.p1	[0,0,0,-363,1331]	3 4 2
78408.q1	[0,0,0,-3267,84942]	3 4 2
78408.r1	[0,0,0,33,242]	3 4 2
78408.s1	[0,0,0,-1782,-29403]	3 4 2
78408.t1	[0,0,0,-1452,37268]	3 4 2
78408.u1	[0,0,0,-3267,503118]	3 4 2
78408.v1	[0,0,0,-3267,1653102]	3 4 2
78408.w1	[0,0,0,-215622,39135393]	3 4 2
78408.x1	[0,0,0,3993,-322102]	3 4 2
78408.y1	[0,0,0,-395307,-113057802]	3 4 2
78408.z1	[0,0,0,-3267,-35937]	3 4 2
78408.ba1	[0,0,0,-11979,2898918]	3 4 2
78408.bb1	[0,0,0,-99,-2178]	3 4 2
78408.bc1	[0,0,0,6534,35937]	3 4 2
78408.bd1	[0,0,0,-35211,-3383402]	3 4 2
78408.be1	[0,0,0,-43923,1610510]	3 4 2
78408.bf1	[0,0,0,-363,-1210]	3 4 2
85536.a1	[0,0,0,-531,4710]	5 5 1
85536.b1	[0,0,0,-81,-2196]	5 5 1
85536.c1	[0,0,0,1944,-27216]	5 5 1
85536.d1	[0,0,0,1944,27216]	5 5 1
85536.e1	[0,0,0,-81,2196]	5 5 1
85536.f1	[0,0,0,-531,-4710]	5 5 1
85536.g1	[0,0,0,-243,2106]	5 5 1
85536.h1	[0,0,0,-243,1446]	5 5 1
85536.i1	[0,0,0,-243,-1446]	5 5 1
85536.j1	[0,0,0,-243,-2106]	5 5 1
85536.k1	[0,0,0,-27,-78]	5 5 1
85536.l1	[0,0,0,-2187,-39042]	5 5 1
85536.m1	[0,0,0,-2187,39042]	5 5 1
85536.n1	[0,0,0,-27,78]	5 5 1
85536.o1	[0,0,0,-4779,-127170]	5 5 1
85536.p1	[0,0,0,-729,59292]	5 5 1
85536.q1	[0,0,0,216,-1008]	5 5 1
85536.r1	[0,0,0,216,1008]	5 5 1
85536.s1	[0,0,0,-729,-59292]	5 5 1
85536.t1	[0,0,0,-4779,127170]	5 5 1
92928.a1	[0,-1,0,-422935,105920971]	8 1 2
92928.a2	[0,-1,0,-324925,156200101]	8 1 2
92928.b1	[0,-1,0,-3162375,2165607171]	8 1 2
92928.b2	[0,-1,0,-3161165,2167345941]	8 1 2
92928.c1	[0,-1,0,-313309,67604869]	8 1 2
92928.c2	[0,-1,0,-19279,1095283]	8 1 2
92928.c3	[0,-1,0,-3549,-77691]	8 1 2
92928.c4	[0,-1,0,81,-4365]	8 1 2
92928.d1	[0,-1,0,-13229,578613]	8 1 2
92928.d2	[0,-1,0,81,27579]	8 1 2
92928.e1	[0,-1,0,-42269,-3330171]	8 1 2
92928.e2	[0,-1,0,-2339,-63897]	8 1 2
92928.f1	[0,-1,0,-2823,39195]	8 1 2
92928.f2	[0,-1,0,8067,259173]	8 1 2
92928.g1	[0,-1,0,-11293,464389]	8 1 2
92928.g2	[0,-1,0,-403,13543]	8 1 2
92928.h1	[0,-1,0,-127453,-17470715]	8 1 2
92928.h2	[0,-1,0,-7663,-292829]	8 1 2
92928.i1	[0,-1,0,-31863,2199771]	8 1 2
92928.i2	[0,-1,0,-30653,2373285]	8 1 2
92928.j1	[0,-1,0,-2823,-56637]	8 1 2
92928.j2	[0,-1,0,-1613,-106731]	8 1 2
92928.k1	[0,-1,0,-11293,-302267]	8 1 2
92928.k2	[0,-1,0,2017,-33405]	8 1 2
92928.l1	[0,-1,0,-10567,421555]	8 1 2
92928.l2	[0,-1,0,-9357,520533]	8 1 2
92928.m1	[0,-1,0,-3307,-70673]	8 1 2
92928.m2	[0,-1,0,323,-220955]	8 1 2
92928.n1	[0,-1,0,-78327,-8411445]	8 1 2
92928.n2	[0,-1,0,-77117,-8685147]	8 1 2
92928.n3	[0,-1,0,-887,10155]	8 1 2
92928.n4	[0,-1,0,323,34597]	8 1 2
92928.o1	[0,-1,0,-12649501,-17312207867]	8 1 2
92928.o2	[0,-1,0,-790291,-270523097]	8 1 2
92928.p1	[0,-1,0,-1691741,-845676027]	8 1 2
92928.p2	[0,-1,0,-81231,-19484397]	8 1 2
92928.q1	[0,1,0,-3162375,-2165607171]	8 1 2
92928.q2	[0,1,0,-3161165,-2167345941]	8 1 2
92928.r1	[0,1,0,-422935,-105920971]	8 1 2
92928.r2	[0,1,0,-324925,-156200101]	8 1 2
92928.s1	[0,1,0,-42269,3330171]	8 1 2
92928.s2	[0,1,0,-2339,63897]	8 1 2
92928.t1	[0,1,0,-13229,-578613]	8 1 2
92928.t2	[0,1,0,81,-27579]	8 1 2
92928.u1	[0,1,0,-313309,-67604869]	8 1 2
92928.u2	[0,1,0,-19279,-1095283]	8 1 2
92928.u3	[0,1,0,-3549,77691]	8 1 2
92928.u4	[0,1,0,81,4365]	8 1 2
92928.v1	[0,1,0,-2823,56637]	8 1 2
92928.v2	[0,1,0,-1613,106731]	8 1 2
92928.w1	[0,1,0,-11293,302267]	8 1 2
92928.w2	[0,1,0,2017,33405]	8 1 2
92928.x1	[0,1,0,-127453,17470715]	8 1 2
92928.x2	[0,1,0,-7663,292829]	8 1 2
92928.y1	[0,1,0,-31863,-2199771]	8 1 2
92928.y2	[0,1,0,-30653,-2373285]	8 1 2
92928.z1	[0,1,0,-2823,-39195]	8 1 2
92928.z2	[0,1,0,8067,-259173]	8 1 2
92928.ba1	[0,1,0,-11293,-464389]	8 1 2
92928.ba2	[0,1,0,-403,-13543]	8 1 2
92928.bb1	[0,1,0,-78327,8411445]	8 1 2
92928.bb2	[0,1,0,-77117,8685147]	8 1 2
92928.bb3	[0,1,0,-887,-10155]	8 1 2
92928.bb4	[0,1,0,323,-34597]	8 1 2
92928.bc1	[0,1,0,-3307,70673]	8 1 2
92928.bc2	[0,1,0,323,220955]	8 1 2
92928.bd1	[0,1,0,-10567,-421555]	8 1 2
92928.bd2	[0,1,0,-9357,-520533]	8 1 2
92928.be1	[0,1,0,-1691741,845676027]	8 1 2
92928.be2	[0,1,0,-81231,19484397]	8 1 2
92928.bf1	[0,1,0,-12649501,17312207867]	8 1 2
92928.bf2	[0,1,0,-790291,270523097]	8 1 2
104544.a1	[0,0,0,-1452,212960]	5 3 2
104544.b1	[0,0,0,-1452,-212960]	5 3 2
104544.c1	[0,0,0,205821,-73239606]	5 3 2
104544.d1	[0,0,0,-99,-374]	5 3 2
104544.e1	[0,0,0,-11979,-497794]	5 3 2
104544.f1	[0,0,0,-99,374]	5 3 2
104544.g1	[0,0,0,-11979,497794]	5 3 2
104544.h1	[0,0,0,205821,73239606]	5 3 2
104544.i1	[0,0,0,-26136,-1724976]	5 3 2
104544.j1	[0,0,0,-483516,131098176]	5 3 2
104544.k1	[0,0,0,2904,21296]	5 3 2
104544.l1	[0,0,0,2904,-21296]	5 3 2
104544.m1	[0,0,0,-26136,1724976]	5 3 2
104544.n1	[0,0,0,-483516,-131098176]	5 3 2
104544.o1	[0,0,0,-363,7986]	5 3 2
104544.p1	[0,0,0,-363,1694]	5 3 2
104544.q1	[0,0,0,-363,-1694]	5 3 2
104544.r1	[0,0,0,-43923,2254714]	5 3 2
104544.s1	[0,0,0,-43923,-2254714]	5 3 2
104544.t1	[0,0,0,-363,-7986]	5 3 2
104544.u1	[0,0,0,-3267,-215622]	5 3 2
104544.v1	[0,0,0,-395307,-60877278]	5 3 2
104544.w1	[0,0,0,-395307,60877278]	5 3 2
104544.x1	[0,0,0,-3267,-45738]	5 3 2
104544.y1	[0,0,0,-3267,45738]	5 3 2
104544.z1	[0,0,0,-3267,215622]	5 3 2
104544.ba1	[0,0,0,-2904,63888]	5 3 2
104544.bb1	[0,0,0,-53724,-4855488]	5 3 2
104544.bc1	[0,0,0,26136,-574992]	5 3 2
104544.bd1	[0,0,0,26136,574992]	5 3 2
104544.be1	[0,0,0,-2904,-63888]	5 3 2
104544.bf1	[0,0,0,-53724,4855488]	5 3 2
104544.bg1	[0,0,0,22869,2712578]	5 3 2
104544.bh1	[0,0,0,-891,10098]	5 3 2
104544.bi1	[0,0,0,-107811,13440438]	5 3 2
104544.bj1	[0,0,0,-891,-10098]	5 3 2
104544.bk1	[0,0,0,-107811,-13440438]	5 3 2
104544.bl1	[0,0,0,22869,-2712578]	5 3 2
104544.bm1	[0,0,0,-13068,-5749920]	5 3 2
104544.bn1	[0,0,0,-13068,5749920]	5 3 2
114048.a1	[0,0,0,6,-76]	7 4 1
114048.b1	[0,0,0,216,16416]	7 4 1
114048.c1	[0,0,0,6,76]	7 4 1
114048.d1	[0,0,0,216,-16416]	7 4 1
114048.e1	[0,0,0,-41418,-4245804]	7 4 1
114048.f1	[0,0,0,-18408,1258016]	7 4 1
114048.g1	[0,0,0,-41418,4245804]	7 4 1
114048.h1	[0,0,0,-18408,-1258016]	7 4 1
114048.i1	[0,0,0,-180,-1008]	7 4 1
114048.j1	[0,0,0,-1620,-27216]	7 4 1
114048.k1	[0,0,0,-45,126]	7 4 1
114048.l1	[0,0,0,-405,3402]	7 4 1
114048.m1	[0,0,0,-180,1008]	7 4 1
114048.n1	[0,0,0,-1620,27216]	7 4 1
114048.o1	[0,0,0,-45,-126]	7 4 1
114048.p1	[0,0,0,-405,-3402]	7 4 1
114048.q1	[0,0,0,-4602,157252]	7 4 1
114048.r1	[0,0,0,-165672,-33966432]	7 4 1
114048.s1	[0,0,0,-4602,-157252]	7 4 1
114048.t1	[0,0,0,-165672,33966432]	7 4 1
114048.u1	[0,0,0,54,2052]	7 4 1
114048.v1	[0,0,0,24,-608]	7 4 1
114048.w1	[0,0,0,54,-2052]	7 4 1
114048.x1	[0,0,0,24,608]	7 4 1
117612.a1	[0,0,0,-400752,-97648815]	2 5 2
117612.b1	[0,0,0,-95832,-11419980]	2 5 2
117612.c1	[0,0,0,-792,8580]	2 5 2
117612.d1	[0,0,0,-3537072,-2571092700]	2 5 2
117612.e1	[0,0,0,-3603501,-2632373271]	2 5 2
117612.f1	[0,0,0,-9801,-107811]	2 5 2
117612.g1	[0,0,0,-9801,371349]	2 5 2
117612.h1	[0,0,0,0,-1449459]	2 5 2
117612.h2	[0,0,0,0,39135393]	2 5 2
117612.i1	[0,0,0,0,-107811]	2 5 2
117612.i2	[0,0,0,0,3993]	2 5 2
117612.j1	[0,0,0,0,-52180524]	2 5 2
117612.j2	[0,0,0,0,1932612]	2 5 2
117612.k1	[0,0,0,0,-396]	2 5 2
117612.k2	[0,0,0,0,10692]	2 5 2
117612.l1	[0,0,0,0,-363]	2 5 2
117612.l2	[0,0,0,0,9801]	2 5 2
117612.m1	[0,0,0,0,-3557763]	2 5 2
117612.m2	[0,0,0,0,131769]	2 5 2
117612.n1	[0,0,0,0,-175692]	2 5 2
117612.n2	[0,0,0,0,4743684]	2 5 2
117612.o1	[0,0,0,-49005,-1401543]	2 5 2
117612.o2	[0,0,0,-27225,1728969]	2 5 2
117612.p1	[0,0,0,-245025,-46682163]	2 5 2
117612.p2	[0,0,0,-5445,51909]	2 5 2
117612.q1	[0,0,0,0,-43923]	2 5 2
117612.q2	[0,0,0,0,1185921]	2 5 2
117612.r1	[0,0,0,0,-117612]	2 5 2
117612.r2	[0,0,0,0,4356]	2 5 2
117612.s1	[0,0,0,0,-431244]	2 5 2
117612.s2	[0,0,0,0,15972]	2 5 2
117612.t1	[0,0,0,0,-5797836]	2 5 2
117612.t2	[0,0,0,0,156541572]	2 5 2
117612.u1	[0,0,0,0,-11979]	2 5 2
117612.u2	[0,0,0,0,323433]	2 5 2
117612.v1	[0,0,0,0,-891]	2 5 2
117612.v2	[0,0,0,0,33]	2 5 2
117612.w1	[0,0,0,0,-3564]	2 5 2
117612.w2	[0,0,0,0,132]	2 5 2
117612.x1	[0,0,0,0,-47916]	2 5 2
117612.x2	[0,0,0,0,1293732]	2 5 2
117612.y1	[0,0,0,0,-99]	2 5 2
117612.y2	[0,0,0,0,2673]	2 5 2
117612.z1	[0,0,0,0,-13045131]	2 5 2
117612.z2	[0,0,0,0,483153]	2 5 2
117612.ba1	[0,0,0,0,-14231052]	2 5 2
117612.ba2	[0,0,0,0,527076]	2 5 2
117612.bb1	[0,0,0,0,-1452]	2 5 2
117612.bb2	[0,0,0,0,39204]	2 5 2
117612.bc1	[0,0,0,0,-29403]	2 5 2
117612.bc2	[0,0,0,0,1089]	2 5 2
117612.bd1	[0,0,0,-32431509,71074078317]	2 5 2
117612.be1	[0,0,0,-1089,3993]	2 5 2
117612.bf1	[0,0,0,-88209,-10026423]	2 5 2
117612.bg1	[0,0,0,-3606768,2636518005]	2 5 2
117612.bh1	[0,0,0,-862488,308339460]	2 5 2
117612.bi1	[0,0,0,-7128,-231660]	2 5 2
117612.bj1	[0,0,0,-31833648,69419502900]	2 5 2
139392.a1	[0,0,0,-132132,18421040]	7 2 2
139392.a2	[0,0,0,-12342,-26620]	7 2 2
139392.b1	[0,0,0,-153912,-23212640]	7 2 2
139392.b2	[0,0,0,-6897,-572330]	7 2 2
139392.c1	[0,0,0,-153912,23212640]	7 2 2
139392.c2	[0,0,0,-6897,572330]	7 2 2
139392.d1	[0,0,0,-132132,-18421040]	7 2 2
139392.d2	[0,0,0,-12342,26620]	7 2 2
139392.e1	[0,0,0,87846,644204]	7 2 2
139392.f1	[0,0,0,726,484]	7 2 2
139392.g1	[0,0,0,-31944,-22020064]	7 2 2
139392.h1	[0,0,0,-264,-16544]	7 2 2
139392.i1	[0,0,0,-31944,3279584]	7 2 2
139392.j1	[0,0,0,-31944,-3279584]	7 2 2
139392.k1	[0,0,0,-264,2464]	7 2 2
139392.l1	[0,0,0,-264,-2464]	7 2 2
139392.m1	[0,0,0,-31944,22020064]	7 2 2
139392.n1	[0,0,0,-264,16544]	7 2 2
139392.o1	[0,0,0,87846,-644204]	7 2 2
139392.p1	[0,0,0,726,-484]	7 2 2
139392.q1	[0,0,0,-2541,-45254]	7 2 2
139392.q2	[0,0,0,2904,-212960]	7 2 2
139392.r1	[0,0,0,-15246,718740]	7 2 2
139392.r2	[0,0,0,-4356,1724976]	7 2 2
139392.s1	[0,0,0,-1071576,-403644384]	7 2 2
139392.s2	[0,0,0,-1055241,-417228570]	7 2 2
139392.t1	[0,0,0,-4356,-106480]	7 2 2
139392.t2	[0,0,0,-726,5324]	7 2 2
139392.u1	[0,0,0,-26136,-1149984]	7 2 2
139392.u2	[0,0,0,-9801,359370]	7 2 2
139392.v1	[0,0,0,-468996,123623280]	7 2 2
139392.v2	[0,0,0,-29766,1868724]	7 2 2
139392.w1	[0,0,0,-606936,180377120]	7 2 2
139392.w2	[0,0,0,-67881,-2254714]	7 2 2
139392.x1	[0,0,0,-606936,-180377120]	7 2 2
139392.x2	[0,0,0,-67881,2254714]	7 2 2
139392.y1	[0,0,0,-5016,135520]	7 2 2
139392.y2	[0,0,0,-561,-1694]	7 2 2
139392.z1	[0,0,0,-5016,-135520]	7 2 2
139392.z2	[0,0,0,-561,1694]	7 2 2
139392.ba1	[0,0,0,-1071576,403644384]	7 2 2
139392.ba2	[0,0,0,-1055241,417228570]	7 2 2
139392.bb1	[0,0,0,-4356,106480]	7 2 2
139392.bb2	[0,0,0,-726,-5324]	7 2 2
139392.bc1	[0,0,0,-26136,1149984]	7 2 2
139392.bc2	[0,0,0,-9801,-359370]	7 2 2
139392.bd1	[0,0,0,-468996,-123623280]	7 2 2
139392.bd2	[0,0,0,-29766,-1868724]	7 2 2
139392.be1	[0,0,0,-2541,45254]	7 2 2
139392.be2	[0,0,0,2904,212960]	7 2 2
139392.bf1	[0,0,0,-15246,-718740]	7 2 2
139392.bf2	[0,0,0,-4356,-1724976]	7 2 2
139392.bg1	[0,0,0,-5015208,-4363252256]	7 2 2
139392.bh1	[0,0,0,-41448,-3278176]	7 2 2
139392.bi1	[0,0,0,-2178,39204]	7 2 2
139392.bj1	[0,0,0,-263538,52180524]	7 2 2
139392.bk1	[0,0,0,-2178,-39204]	7 2 2
139392.bl1	[0,0,0,-263538,-52180524]	7 2 2
139392.bm1	[0,0,0,-5015208,4363252256]	7 2 2
139392.bn1	[0,0,0,-41448,3278176]	7 2 2
139392.bo1	[0,0,0,-12734040,-17489936288]	7 2 2
139392.bo2	[0,0,0,-825825,-251604254]	7 2 2
139392.bp1	[0,0,0,-3303300,-2012834032]	7 2 2
139392.bp2	[0,0,0,-3183510,-2186242036]	7 2 2
139392.bq1	[0,0,0,-14520,-553696]	7 2 2
139392.bq2	[0,0,0,1815,-50578]	7 2 2
139392.br1	[0,0,0,-264990,5819132]	7 2 2
139392.br2	[0,0,0,1052700,46403984]	7 2 2
139392.bs1	[0,0,0,-2105400,-1175837344]	7 2 2
139392.bs2	[0,0,0,-128865,-19169062]	7 2 2
139392.bt1	[0,0,0,-1059960,46553056]	7 2 2
139392.bt2	[0,0,0,263175,5800498]	7 2 2
139392.bu1	[0,0,0,-526350,-146979668]	7 2 2
139392.bu2	[0,0,0,-515460,-153352496]	7 2 2
139392.bv1	[0,0,0,-3630,-69212]	7 2 2
139392.bv2	[0,0,0,7260,-404624]	7 2 2
139392.bw1	[0,0,0,-166980,-22211728]	7 2 2
139392.bw2	[0,0,0,-47190,3614996]	7 2 2
139392.bx1	[0,0,0,-166980,22211728]	7 2 2
139392.bx2	[0,0,0,-47190,-3614996]	7 2 2
139392.by1	[0,0,0,-188760,-28919968]	7 2 2
139392.by2	[0,0,0,-41745,2776466]	7 2 2
139392.bz1	[0,0,0,-188760,28919968]	7 2 2
